type,chapter,location,japanese,english,row
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ダルトン「ほう、お前達か……。[END],"Dalton: Oh, you guys......?",9822
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",女王「何者だ、お前達！？ どうやって、ここに入った？[END],Queen: Who are you!? How did you get in here?,9826
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",予言者「女王…… その者どもこそ、私のけいこくした わざわいをなす者達です……。[END],Prophet: Queen...... THESE people are those I warned you of who will bring about catastrophe......,9830
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",女王「何！？　異国の者よ。 お前達も賢者ども同様 このジールにたてつくと言うか！？[END],"Queen: What!? Foreigners. Do you too mean to oppose me, Zeal, as the Philosophers did!?",9834
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",女王「たわけた連中めが！ ダルトン、そやつらをとらえろ！[END],"Queen: Foolish lot! Dalton, seize them!",9837
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ダルトン「はッ！ こころえまして……。[END],"Dalton: Yes, ma'am! Certainly......",9840
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ダルトン「ゴーレム！[END],Dalton: Golem!,9842
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ダルトン「俺様のゴーレムを……！ 許せんな、きさまら！[END],"Dalton: My golem......! I can't forgive you, you bastards!",9845
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",女王「フフフ……。 安心しろ、すぐには殺さぬわ……。,"Queen: Hu, hu, hu...... Relax, I won't kill you right away......",9848
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",あらゆる悲しみ、苦しみ…… そしてきょうふを味わわせてやる。 わらわの計画にさからった事を たっぷりとこうかいするがいい。,"I'll let you taste every sorrow, suffering...... and terror. May you thoroughly regret opposing my plans.",9853
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",フフフ……。 アーッハッハッ……！[END],"Hu, hu, hu...... Ah, ha, ha......!",9856
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ジャキ「フン、バカなヤツら……。 姉上、どうするつもり？[END],"Jyaki: Hmph, idiots...... Ane-ue, what are you intending to do?",9859
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",サラ「この方達をお助けしましょう。[END],Sara: I shall assist these people.,9862
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ジャキ「ムダだと思うけどな……。 それに、こいつらを逃がしたりしたら 姉上が……。[END],"Jyaki: I think it's pointless, though...... Besides, if you do something like letting them escape, you'll......",9866
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",サラ「だいじょうぶよ、私は……。,"Sara: It's all right, I......",9868
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",それに、この人達なら 賢者様を助けだしてくれるかも しれない……。[END],"Besides, these people might help the Philosophers......",9872
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ジャキ「姉上……。[END],Jyaki: Ane-ue......,9874
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",サラ「だいじょうぶですか？ さあ、いそいで宮殿から お逃げください。 そして、出来ることなら 命の賢者様をお助けして いただきたいのです……。[END],"Sara: Are you all right? Now, please hurry and escape from the palace. And then, if it is something you can do, I would like to have you save the Philosopher of Life......",9882
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",サラ「命の賢者様は、計画に反対したため なげきの山にゆうへいされて……,Sara: The Philosopher of Life was imprisoned on Grief Mountain for opposing the plans......,9885
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",お願いです、どうか賢者様を……[END],"Please, the Philosopher......",9887
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",[Prophet] 「そうはさせぬ……。[END],[Prophet] 'I won't let you do so......,9891
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",予言者「これ以上、お前達に 私のジャマはさせぬ……。 ここいらで消えてもらうとしよう。[END],Prophet: I won't let you hinder me any further...... I'll have you disappear right here.,9895
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",サラ「いけません！[END],Sara: You must not!,9897
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",予言者「……！[END],Prophet: ......!,9899
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",ジャキ「やめろッ！[END],Jyaki: Stop!,9901
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",予言者「……フッ。 よかろう、そいつらの命は 助けてやる。 そのかわり、あなたには 力をかしてもらうぞ。 サラ……。[END],"Prophet: ......hm. Very well, I'll spare their lives.  In exchange, I will have you assist me. Sara......",9909
text,Kingdom of Magic: Zeal,"Zeal Palace, 12,000 B.C.",予言者「さあ、お前達がどうやって この時代へ来られたのか 教えてもらおうか……[END],"Prophet: Now, can I get you to tell me how you all were brought to this era......?",9913
location,Kingdom of Magic: Zeal,,,,9915
text,Kingdom of Magic: Zeal,"Cave, 12000 B.C.",予言者「ほう、こんな所から……。[END],Prophet: Oh? From such a place......,9918
text,Kingdom of Magic: Zeal,"Cave, 12000 B.C.",予言者「さあ、サラ……。 こいつらをその中に放りこんだら そこに結界をはるのだ。[END],"Prophet: Now, Sara...... When I throw them into that, erect a barrier there.",9923
text,Kingdom of Magic: Zeal,"Cave, 12000 B.C.",サラ「い、いやです！[END],"Sara: N, no!",9925
text,Kingdom of Magic: Zeal,"Cave, 12000 B.C.",予言者「私の言う通りにしなければ その者達の命はない……。[END] サラ「……わかりました。[END],"Prophet: If you do not do as I say, these people's lives are forfeit......  Sara: ....understood.",9931
text,Kingdom of Magic: Zeal,"Cave, 12000 B.C.",サラ「ごめんなさい。[END],Sara: I'm sorry.,9933
chapter,,,,,9934
location,"Release the Seal, Call Forth a Storm",,,,9936
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",マール「あの予言者、なぜ私達を 殺さなかったのかしら……。[END],"Marle: That prophet, I wonder why he didn't kill us......?",9940
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ルッカ「あの予言者、私達を殺そうと 思えば殺せたはずなのに……。[END],"Lucca: That prophet, if he meant to kill us, he should have been able to, yet......",9943
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ロボ「ナゼ、ワタシ達を消さなかった のデショウカ？[END],Robo: WHY did he not eliminate US?,9946
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",カエル「あの予言者、命だけは助けて くれたが……、どうもクサイぜ。[END],Frog: That prophet let us off with our lives...... but I smell a rat.,9949
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ルッカ「けどラヴォスを倒す手が あの時代には、ありそうね。[END],Lucca: But it seems like the means to beat Lavos are going to be in that era.,9952
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ロボ「シカシ、ラヴォスのあの力を 利用している時代デス。 倒す方法も、あの時代に……。[END],"Robo: HOWEVER, it IS an era that uses that power of Lavos. A way to defeat it, also in that era......",9956
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",カエル「それにしても、魔王の ヤツは一体どうしちまったんだ。 この手でカタをつけない事には。[END],"Frog: Anyway, what the hell happened to that bastard Magus? It's a question I just can't settle.",9960
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",エイラ「あいつら　ラヴォスの力 吸い取ってた。 吸い取られたら　ラヴォス　弱って ないか？[END],"Ayla: They were sucking out Lavos's power. If being sucked out of, Lavos weakened, right?",9965
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",マール「でも、もうあの時代には 戻れないよ。　どーする？[END],Marle: But we can't return to that era any more. What'll we do?,9968
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ルッカ「けど、あの時代のゲートは 封じられちゃったのよ。 何かいい方法は……。[END],Lucca: But that era's Gate was sealed off. Some good method......,9973
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ロボ「シカシ、ゲートはふさがれて しまいマシタ。[END],"Robo: HOWEVER, the Gate has BEEN shut.",9976
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",カエル「けど、あのサラって娘が 封印してんだろ？ 戻れやしないぜ……。[END],"Frog: But that Sara girl sealed it, right? We can't return......",9980
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",エイラ「でも　エイラ達　もう あそこ　行けない。[END],Ayla: But Aylas no can go there any more.,9983
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",マール「そういえば、このペンダントで 開くドアの紋章、あの時代以外で 見た気が……。[END],"Marle: Come to think of it, the crest on the door that opens with this pendant, I feel like I've seen it outside of that era......",9987
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ルッカ「！！　ペンダントで開く ドアの紋章、どっかで見なかったっけ？[END],"Lucca: !! The crest on the door that opens with the pendant, haven't we seen it somewhere?",9990
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ロボ「ペンダントで開けたドアの紋章 デスガ、ワタシの時代でも、いくつか ありマシタ！[END],"Robo: About the crest on the door that we opened with the pendant, there WERE several in MY era as well!",9996
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",カエル「そういえば、このペンダントで 開いた紋章のついた扉… お前達、あれをどこかの時代で見たと 言っていなかったか？[END],"Frog: Come to think of it, the crested door that opened with the pendant...... Didn't you say you saw them in some era?",10001
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",マール「行ってみよう、クロノ！[END],"Marle: Let's try going, Crono!",10003
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ルッカ「あの時代に行くための 手がかりが、つかめるかも！ 行くわよ、クロノ！[END],"Lucca: We might be able to get a hold of a clue to go to that era! We're going, Crono!",10007
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",ロボ「行ってみマショウ。 ワタシの時代へ！[END],Robo: LET US try going. To MY era!,10010
text,"Release the Seal, Call Forth a Storm","Lair Ruins, 65000000 B.C.",カエル「行ってみるしか手はないな。 クロノ？[END],Frog: Guess there's no means but to try going. Crono?,10013
location,"Release the Seal, Call Forth a Storm",,,,10015
text,"Release the Seal, Call Forth a Storm",End of Time,老人「ほう、お前さん達、あの魔法の国を 見てきたか……。,Old Man: Oh? So you saw that land of magic before you came......,10019
text,"Release the Seal, Call Forth a Storm",End of Time,光のはしらが封じられては 時をじゆうに行き来できる翼が 必要じゃな。,"As the pillar of light has been sealed, you need wings that can freely come and go through time.",10023
text,"Release the Seal, Call Forth a Storm",End of Time,時をわたる翼…… そんなものを研究していた男もおった。 研究にぼっとうするあまり、ちと正気を うしなってしまったみたいじゃが……[END],"Wings that Cross Time...... There was even a man researching such a thing. Though I'm afraid he's lost a bit of his sanity, immersing himself too much in his research......",10028
text,"Release the Seal, Call Forth a Storm",End of Time,カエル「剣が立つヤツがいなきゃ 始まらねえだろ。 はい いいえ[END],"Frog: Nothing's going anywhere if you don't have a guy who's good with a sword, right? Yes No",10037
text,"Release the Seal, Call Forth a Storm",End of Time,カエル「よっしゃ、行くとするか！[END],"Frog: All right, let's go!",10039
